rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,country,subjects_offered,year,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_ratio,male_ratio
54.0,The University of Queensland,70.0,550.0,55.0,84.0,93.4,72.0,86.2,97.0,62.0,70.0,85.8,204.0,Australia,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",2022-01-01,41914.0,35.8,41.0,55.0,45.0
54.0,Seoul National University,70.0,560.0,73.8,30.0,36.9,985.0,98.2,32.0,73.8,39.0,68.5,454.0,South Korea,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",2022-01-01,26871.0,15.4,11.0,,
57.0,Monash University,69.9,570.0,54.3,89.0,91.0,95.0,79.2,128.0,61.7,71.0,87.7,178.0,Australia,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",2022-01-01,60211.0,44.1,45.0,57.0,43.0
58.0,The University of Sydney,69.8,580.0,51.8,94.0,90.9,96.0,66.1,214.0,62.2,68.0,90.5,136.0,Australia,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",2022-01-01,47956.0,19.3,47.0,59.0,41.0
58.0,University of Wisconsin-Madison,69.8,590.0,67.4,38.0,50.4,629.0,47.5,452.0,69.5,52.0,79.2,297.0,United States,"Sport Science,Geography,Civil Engineering,Computer Science,Psychology,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Accounting & Finance,Law,Art, Performing Arts & Design,Education,Economics & Econometrics,Mechanical & Aerospace Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,History, Philosophy & Theology,Veterinary Science,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Chemistry,Architecture,Chemical Engineering,Communication & Media Studies,Electrical & Electronic Engineering",2022-01-01,39783.0,10.3,14.0,,
60.0,Fudan University,69.7,600.0,66.8,40.0,48.6,662.0,70.7,189.0,68.4,54.0,79.0,300.0,China,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Psychology,Physics & Astronomy,Other Health,Geology, Environmental, Earth & Marine Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geography,Law,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Archaeology,Electrical & Electronic Engineering,Biological Sciences,History, Philosophy & Theology,Education,Art, Performing Arts & Design,Computer Science,Sociology,Accounting & Finance,Agriculture & Forestry",2022-01-01,33140.0,11.1,12.0,52.0,48.0
61.0,Kyoto University,69.6,610.0,78.5,24.0,38.2,947.0,80.8,117.0,78.9,29.0,58.3,621.0,Japan,"Biological Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Archaeology,Chemistry,Agriculture & Forestry,Education,Other Health,Civil Engineering,Sociology,Accounting & Finance,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Psychology,Law,Chemical Engineering,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Computer Science,Geography,Architecture,Sport Science,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",2022-01-01,22299.0,9.2,11.0,25.0,75.0
62.0,Boston University,69.5,620.0,57.3,66.0,65.5,376.0,46.5,483.0,60.2,76.0,93.8,96.0,United States,"Sociology,Medicine & Dentistry,Languages, Literature & Linguistics,General Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Architecture,Geography,Other Health,History, Philosophy & Theology,Psychology,Biological Sciences,Art, Performing Arts & Design,Computer Science,Physics & Astronomy,Education,Mathematics & Statistics,Law,Chemistry,Archaeology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Business & Management,Economics & Econometrics",2022-01-01,27785.0,11.0,29.0,59.0,41.0
63.0,University of Southern California,69.3,630.0,62.1,53.0,65.5,377.0,41.2,707.0,58.8,82.0,90.3,142.0,United States,"Accounting & Finance,General Engineering,Biological Sciences,Computer Science,Law,Geography,Other Health,Physics & Astronomy,History, Philosophy & Theology,Education,Geology, Environmental, Earth & Marine Sciences,Architecture,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Agriculture & Forestry,Business & Management,Sport Science,Politics & International Studies (incl Development Studies),Archaeology,Medicine & Dentistry,Chemical Engineering,Chemistry,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Sociology,Psychology",2022-01-01,42502.0,13.2,24.0,49.0,51.0
64.0,Brown University,69.1,640.0,62.2,51.0,61.9,429.0,37.4,1037.0,56.6,95.0,92.9,107.0,United States,"Chemistry,Archaeology,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Psychology,Computer Science,Other Health,History, Philosophy & Theology,Sociology,Electrical & Electronic Engineering,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Art, Performing Arts & Design,Biological Sciences,Physics & Astronomy,Architecture,Chemical Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Education",2022-01-01,9851.0,10.6,20.0,,
65.0,University of Amsterdam,68.9,650.0,49.0,110.0,89.8,107.0,41.6,675.0,63.3,66.0,91.6,121.0,Netherlands,"Economics & Econometrics,Communication & Media Studies,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Sociology,Business & Management,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Psychology,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Geography",2022-01-01,25556.0,13.1,29.0,58.0,42.0
66.0,The Hong Kong University of Science and Technology,68.8,660.0,50.9,99.0,97.6,14.0,65.1,222.0,62.1,69.0,86.6,193.0,Hong Kong,"Civil Engineering,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Mechanical & Aerospace Engineering,General Engineering,Biological Sciences,Business & Management,Education,Chemical Engineering,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Physics & Astronomy",2022-01-01,10147.0,21.3,31.0,,
67.0,"University of California, Davis",67.9,670.0,58.8,62.0,68.9,337.0,50.7,381.0,64.6,64.0,81.5,259.0,United States,"Agriculture & Forestry,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Medicine & Dentistry,Business & Management,History, Philosophy & Theology,Psychology,General Engineering,Law,Civil Engineering,Geography,Physics & Astronomy,Chemistry,Sociology,Veterinary Science,Economics & Econometrics,Other Health,Biological Sciences,Computer Science,Accounting & Finance,Education,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Languages, Literature & Linguistics",2022-01-01,37222.0,13.2,19.0,59.0,41.0
68.0,"University of California, Santa Barbara",67.7,680.0,45.2,149.0,73.6,272.0,79.8,125.0,58.9,79.0,96.6,62.0,United States,"Archaeology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Veterinary Science,Geography,Chemical Engineering,Communication & Media Studies,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Physics & Astronomy,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Chemistry,Agriculture & Forestry,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Sociology",2022-01-01,25578.0,28.2,19.0,54.0,46.0
69.0,Utrecht University,67.6,690.0,46.6,135.0,76.3,247.0,77.0,141.0,63.1,67.0,90.1,145.0,Netherlands,"Chemistry,Geography,Law,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Mathematics & Statistics,History, Philosophy & Theology,Economics & Econometrics,Psychology,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,Business & Management,Sociology,Communication & Media Studies,Medicine & Dentistry,Other Health,Physics & Astronomy,Veterinary Science,Art, Performing Arts & Design",2022-01-01,33569.0,18.1,11.0,59.0,41.0
70.0,UNSW Sydney,67.4,700.0,50.4,101.0,95.2,42.0,72.7,177.0,60.4,74.0,84.1,231.0,Australia,"Sport Science,Chemistry,Electrical & Electronic Engineering,Psychology,Other Health,Biological Sciences,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Geography,History, Philosophy & Theology,Computer Science,Business & Management,Law,Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Medicine & Dentistry,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Education,Sociology",2022-01-01,48077.0,40.5,44.0,46.0,54.0
71.0,Leiden University,67.1,710.0,44.8,156.0,84.1,164.0,71.8,179.0,65.1,61.0,86.8,190.0,Netherlands,"Architecture,Medicine & Dentistry,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Law,Art, Performing Arts & Design,Communication & Media Studies,Chemistry,Mathematics & Statistics,Education,Archaeology,Psychology,Physics & Astronomy,Sociology,Biological Sciences,Other Health",2022-01-01,31556.0,19.4,19.0,60.0,40.0
72.0,Erasmus University Rotterdam,67.0,720.0,40.2,214.0,88.5,126.0,76.5,146.0,57.8,91.0,97.0,54.0,Netherlands,"Psychology,Accounting & Finance,Sociology,Art, Performing Arts & Design,Other Health,Law,Communication & Media Studies,History, Philosophy & Theology,Education,Medicine & Dentistry,Business & Management,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics",2022-01-01,28933.0,29.3,22.0,53.0,47.0
73.0,Charité - Universitätsmedizin Berlin,66.8,730.0,48.6,114.0,68.1,344.0,92.2,66.0,50.6,120.0,98.7,30.0,Germany,"Other Health,Medicine & Dentistry",2022-01-01,7998.0,18.7,21.0,64.0,36.0
74.0,Humboldt University of Berlin,66.3,740.0,59.9,59.0,70.1,319.0,41.6,679.0,66.7,57.0,73.5,386.0,Germany,"Geography,History, Philosophy & Theology,Biological Sciences,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Physics & Astronomy,Art, Performing Arts & Design,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Mathematics & Statistics,Agriculture & Forestry,Medicine & Dentistry,Psychology,Sociology,Languages, Literature & Linguistics,Chemistry,Law,Business & Management,Accounting & Finance,Communication & Media Studies,Sport Science,Archaeology",2022-01-01,33868.0,54.2,18.0,,
75.0,Delft University of Technology,65.8,750.0,57.1,69.0,93.6,66.0,97.7,36.0,71.1,46.0,59.4,600.0,Netherlands,"Computer Science,Agriculture & Forestry,History, Philosophy & Theology,Sport Science,Other Health,Geography,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Education,General Engineering,Communication & Media Studies,Business & Management,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences,Mechanical & Aerospace Engineering,Architecture,Physics & Astronomy,Electrical & Electronic Engineering,Chemistry,Art, Performing Arts & Design",2022-01-01,20133.0,17.0,31.0,31.0,69.0
75.0,Zhejiang University,65.8,760.0,67.2,39.0,61.6,433.0,100.0,14.0,69.9,51.0,58.6,616.0,China,"Architecture,Other Health,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,History, Philosophy & Theology,General Engineering,Sport Science,Geography,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Medicine & Dentistry,Physics & Astronomy,Law,Economics & Econometrics,Agriculture & Forestry,Psychology,Business & Management,Chemical Engineering,Mathematics & Statistics,Archaeology,Accounting & Finance,Education,Chemistry,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",2022-01-01,40352.0,11.8,20.0,,
75.0,University of Zurich,65.8,770.0,52.2,92.0,92.5,80.0,61.9,250.0,49.6,127.0,89.4,154.0,Switzerland,"Archaeology,Biological Sciences,Sociology,Art, Performing Arts & Design,Law,Communication & Media Studies,Computer Science,Chemistry,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Veterinary Science,Medicine & Dentistry,Mathematics & Statistics,Economics & Econometrics,Psychology,Other Health,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Geography,Business & Management,Education,Politics & International Studies (incl Development Studies)",2022-01-01,23714.0,15.0,22.0,57.0,43.0
78.0,University of Tübingen,65.4,780.0,53.3,90.0,65.2,379.0,82.7,109.0,58.7,84.0,82.9,244.0,Germany,"History, Philosophy & Theology,Education,Sociology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Medicine & Dentistry,Sport Science,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Geography,Physics & Astronomy,Biological Sciences,Other Health,Mathematics & Statistics,Accounting & Finance,Chemistry,Business & Management,Law,Psychology",2022-01-01,20438.0,26.2,14.0,59.0,41.0
78.0,University of Warwick,65.4,790.0,46.9,129.0,94.5,55.0,44.8,531.0,53.0,108.0,90.7,131.0,United Kingdom,"Sociology,Geography,Chemistry,Accounting & Finance,Medicine & Dentistry,Psychology,Law,Economics & Econometrics,Art, Performing Arts & Design,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Education,Mathematics & Statistics,General Engineering,Other Health,Physics & Astronomy,Civil Engineering,History, Philosophy & Theology,Business & Management,Biological Sciences,Communication & Media Studies",2022-01-01,22713.0,14.2,43.0,50.0,50.0
80.0,University of Groningen,65.2,800.0,42.5,180.0,88.7,123.0,81.1,115.0,55.3,101.0,90.6,133.0,Netherlands,"General Engineering,Accounting & Finance,Chemical Engineering,Psychology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Geography,Archaeology,Law,Business & Management,Computer Science,Medicine & Dentistry,Mathematics & Statistics,Education,History, Philosophy & Theology,Languages, Literature & Linguistics,Other Health,Physics & Astronomy,Communication & Media Studies,Chemistry,Politics & International Studies (incl Development Studies)",2022-01-01,29440.0,23.8,27.0,52.0,48.0
80.0,McMaster University,65.2,810.0,44.3,160.0,85.1,158.0,98.3,31.0,50.6,121.0,93.1,105.0,Canada,"Accounting & Finance,Communication & Media Studies,Chemical Engineering,Psychology,Art, Performing Arts & Design,Civil Engineering,Economics & Econometrics,Biological Sciences,Archaeology,General Engineering,Chemistry,Computer Science,Mechanical & Aerospace Engineering,Other Health,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Business & Management,Sport Science,Sociology,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",2022-01-01,26112.0,30.2,20.0,56.0,44.0
82.0,Emory University,65.1,820.0,55.1,81.0,59.7,461.0,48.2,431.0,44.9,166.0,98.1,38.0,United States,"Law,Other Health,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Physics & Astronomy,Biological Sciences,Business & Management,Chemistry,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,General Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",2022-01-01,13179.0,4.4,20.0,60.0,40.0
83.0,Free University of Berlin,64.8,830.0,55.4,78.0,75.7,254.0,41.9,656.0,65.2,59.0,72.9,393.0,Germany,"Chemistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Computer Science,Biological Sciences,Physics & Astronomy,Law,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Veterinary Science,Accounting & Finance,Sociology,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Education,Geography,Psychology,Business & Management",2022-01-01,27018.0,43.2,23.0,61.0,39.0
84.0,Shanghai Jiao Tong University,64.7,840.0,64.2,46.0,47.0,706.0,100.0,9.0,71.9,42.0,59.3,605.0,China,"Medicine & Dentistry,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Chemistry,History, Philosophy & Theology,Education,Biological Sciences,Architecture,Chemical Engineering,Agriculture & Forestry,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Accounting & Finance,General Engineering,Psychology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",2022-01-01,36638.0,11.3,10.0,43.0,57.0
85.0,Ohio State University (Main campus),63.8,850.0,54.7,87.0,60.6,448.0,53.2,339.0,52.2,111.0,86.1,202.0,United States,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Sport Science,Chemistry,Geography,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Civil Engineering,Psychology,Medicine & Dentistry,General Engineering,Physics & Astronomy,Architecture,Computer Science,Veterinary Science,Business & Management,Law,Archaeology,Sociology",2022-01-01,55809.0,12.4,13.0,50.0,50.0
86.0,University of Glasgow,63.7,860.0,41.9,185.0,93.1,73.0,40.7,739.0,49.9,126.0,94.0,92.0,United Kingdom,"Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Biological Sciences,Archaeology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Law,Economics & Econometrics,General Engineering,Psychology,Medicine & Dentistry,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Veterinary Science,Geography,Architecture,Education,Languages, Literature & Linguistics,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Sport Science,Other Health,Sociology,Chemistry",2022-01-01,27625.0,13.9,40.0,59.0,41.0
86.0,University of Minnesota,63.7,870.0,55.9,75.0,40.8,874.0,80.4,120.0,57.9,90.0,81.7,256.0,United States,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",2022-01-01,61321.0,12.0,10.0,54.0,46.0
88.0,University of Montreal,63.6,880.0,50.4,100.0,85.7,152.0,69.5,199.0,52.9,109.0,81.7,257.0,Canada,"General Engineering,Medicine & Dentistry,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Archaeology,History, Philosophy & Theology,Sociology,Accounting & Finance,Biological Sciences,Communication & Media Studies,Architecture,Mathematics & Statistics,Chemical Engineering,Chemistry,Law,Veterinary Science,Sport Science,Geography,Education,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Business & Management,Psychology,Computer Science,Other Health",2022-01-01,36524.0,19.6,23.0,,
88.0,University of Science and Technology of China,63.6,890.0,63.4,49.0,34.5,1038.0,70.3,193.0,61.5,73.0,72.8,394.0,China,"Computer Science,Sport Science,Veterinary Science,Art, Performing Arts & Design,Chemical Engineering,Psychology,Politics & International Studies (incl Development Studies),Education,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Civil Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Geography,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Economics & Econometrics,Sociology,Agriculture & Forestry,Accounting & Finance,Archaeology",2022-01-01,16718.0,7.3,5.0,,
88.0,Sorbonne University,63.6,900.0,61.0,55.0,70.4,311.0,38.2,956.0,53.6,106.0,76.6,343.0,France,"Geography,Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Other Health,History, Philosophy & Theology,Communication & Media Studies,Mathematics & Statistics,Civil Engineering,Medicine & Dentistry,General Engineering,Sociology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Education,Chemistry,Business & Management,Chemical Engineering",2022-01-01,42330.0,14.2,21.0,58.0,42.0
91.0,Hong Kong Polytechnic University,63.3,910.0,45.4,147.0,97.1,19.0,46.0,496.0,53.9,105.0,83.7,236.0,Hong Kong,"Psychology,Accounting & Finance,Civil Engineering,Sociology,Electrical & Electronic Engineering,Other Health,General Engineering,Economics & Econometrics,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Biological Sciences,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",2022-01-01,21979.0,26.4,29.0,52.0,48.0
91.0,Institut Polytechnique de Paris,63.3,920.0,57.3,67.0,94.5,53.0,77.1,140.0,54.7,102.0,69.0,443.0,France,"Other Health,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Chemistry,Education,Mathematics & Statistics,Civil Engineering,Sociology,Communication & Media Studies,History, Philosophy & Theology,Chemical Engineering,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences",2022-01-01,6087.0,6.9,40.0,24.0,76.0
92.0,University of Bristol,63.1,930.0,40.6,199.0,89.1,116.0,43.7,573.0,49.2,130.0,94.7,81.0,United Kingdom,"Other Health,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Archaeology,Economics & Econometrics,Computer Science,Education,Psychology,Languages, Literature & Linguistics,Law,Sociology,History, Philosophy & Theology,Physics & Astronomy,Medicine & Dentistry,Civil Engineering,Chemistry,Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Geography",2022-01-01,24110.0,14.4,30.0,56.0,44.0
93.0,"University of Maryland, College Park",63.0,940.0,49.3,108.0,42.9,811.0,39.3,845.0,56.8,94.0,89.8,147.0,United States,"Chemical Engineering,Business & Management,Architecture,History, Philosophy & Theology,Chemistry,Other Health,Art, Performing Arts & Design,Electrical & Electronic Engineering,Archaeology,Politics & International Studies (incl Development Studies),Education,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Physics & Astronomy,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Agriculture & Forestry,Communication & Media Studies,Veterinary Science,General Engineering,Economics & Econometrics,Sport Science,Geography,Biological Sciences,Mathematics & Statistics,Computer Science",2022-01-01,34017.0,16.7,11.0,48.0,52.0
93.0,Michigan State University,63.0,950.0,58.1,64.0,62.0,427.0,37.7,1019.0,56.1,97.0,77.2,330.0,United States,"Education,Languages, Literature & Linguistics,Chemistry,Accounting & Finance,Chemical Engineering,Business & Management,Architecture,Psychology,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Sport Science,General Engineering,Geography,Communication & Media Studies,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Mathematics & Statistics,Computer Science,Veterinary Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Economics & Econometrics,Other Health,Archaeology,Physics & Astronomy,Agriculture & Forestry,History, Philosophy & Theology",2022-01-01,45689.0,16.0,14.0,52.0,48.0
96.0,University of Copenhagen,62.7,960.0,46.8,130.0,86.8,142.0,54.4,324.0,47.1,143.0,88.8,161.0,Denmark,"Languages, Literature & Linguistics,Sociology,Chemistry,History, Philosophy & Theology,Law,Agriculture & Forestry,Economics & Econometrics,Veterinary Science,Geography,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Physics & Astronomy,Archaeology,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Psychology",2022-01-01,30326.0,4.2,18.0,61.0,39.0
